token	tag
was	VBD
true.	JJ
A	DT
few	JJ
minutes	NNS
later	RB
two	CD
pigeons	NNS
came	VBD
racing	VBG
in	RB
with	IN
the	DT
news;	JJ
"Boxer	NNP
has	VBZ
fallen!	VBN
He	PRP
is	VBZ
lying	VBG
on	IN
his	PRP$
side	NN
and	CC
can't	MD
get	VB
up!"	''
About	RB
half	PDT
the	DT
animals	NNS
on	IN
the	DT
farm	NN
rushed	VBD
out	RB
to	IN
the	DT
knoll	NN
where	WRB
the	DT
windmill	NN
stood.	VBD
There	EX
lay	VBD
Boxer,	NNP
between	IN
the	DT
shafts	NNS
of	IN
the	DT
cart,	NN
his	PRP$
neck	NN
stretched	VBD
out,	RB
unable	JJ
even	RB
to	TO
raise	VB
his	PRP$
head.	NN
His	PRP$
eyes	NNS
were	VBD
glazed,	JJ
his	PRP$
sides	NNS
matted	VBN
with	IN
sweat.	NN
A	DT
thin	JJ
stream	NN
of	IN
blood	NN
had	VBD
trickled	VBN
out	IN
of	IN
his	PRP$
mouth.	NN
Clover	NNP
dropped	VBD
to	IN
her	PRP$
knees	NNS
at	IN
his	PRP$
side.	NN
"Boxer!"	''
she	PRP
cried,	VBD
"how	``
are	VBP
you?"	PRP$
"It	``
is	VBZ
my	PRP$
lung,"	NN
said	VBD
Boxer	NNP
in	IN
a	DT
weak	JJ
voice.	NN
"It	``
does	VBZ
not	RB
matter.	VB
I	PRP
think	VBP
you	PRP
will	MD
be	VB
able	JJ
to	TO
finish	VB
the	DT
windmill	NN
without	IN
me.	NN
There	EX
is	VBZ
a	DT
pretty	RB
good	JJ
store	NN
of	IN
stone	NN
accumulated.	VBN
I	PRP
had	VBD
only	RB
another	DT
month	NN
to	TO
go	VB
in	IN
any	DT
case.	NN
To	TO
tell	VB
you	PRP
the	DT
truth,	NN
I	PRP
had	VBD
been	VBN
looking	VBG
forward	RB
to	IN
my	PRP$
retirement.	NN
And	CC
perhaps,	RB
as	IN
Benjamin	NNP
is	VBZ
growing	VBG
old	JJ
too,	RB
they	PRP
will	MD
let	VB
him	PRP
retire	VB
at	IN
the	DT
same	JJ
time	NN
and	CC
be	VB
a	DT
companion	NN
to	IN
me."	PRP
"We	PRP
must	MD
get	VB
help	NN
at	IN
once,"	RB
said	VBD
Clover.	NNP
"Run,	UH
somebody,	,
and	CC
tell	VB
Squealer	NNP
what	WP
has	VBZ
happened."	VBN
All	PDT
the	DT
other	JJ
animals	NNS
immediately	RB
raced	VBD
back	RB
to	IN
the	DT
farmhouse	NN
to	TO
give	VB
Squealer	NNP
the	DT
news.	NN
Only	RB
Clover	NNP
remained,	VBD
and	CC
Benjamin	NNP
who	WP
lay	VBD
down	RP
at	IN
Boxer's	NNP
side,	,
and,	CC
without	IN
speaking,	NN
kept	VBD
the	DT
flies	NNS
off	IN
him	PRP
with	IN
his	PRP$
long	JJ
tail.	NN
After	IN
about	RB
a	DT
quarter	NN
of	IN
an	DT
hour	NN
Squealer	NNP
appeared,	VBD
full	JJ
of	IN
sympathy	NN
and	CC
concern.	NN
He	PRP
said	VBD
that	IN
Comrade	NNP
Napoleon	NNP
had	VBD
learned	VBN
with	IN
the	DT
very	RB
deepest	JJS
distress	NN
of	IN
this	DT
misfortune	NN
to	IN
one	CD
of	IN
the	DT
most	RBS
loyal	JJ
workers	NNS
on	IN
the	DT
farm,	NN
and	CC
was	VBD
already	RB
making	VBG
arrangements	NNS
to	TO
send	VB
Boxer	NNP
to	TO
be	VB
treated	VBN
in	IN
the	DT
hospital	NN
at	IN
Willingdon.	NNP
The	DT
animals	NNS
felt	VBD
a	DT
little	JJ
uneasy	JJ
at	IN
this.	DT
Except	IN
for	IN
Mollie	NNP
and	CC
Snowball,	NNP
no	DT
other	JJ
animal	NN
had	VBD
ever	RB
left	VBN
the	DT
farm,	NN
and	CC
they	PRP
did	VBD
not	RB
like	VB
to	TO
think	VB
of	IN
their	PRP$
sick	JJ
comrade	NN
in	IN
the	DT
hands	NNS
of	IN
human	JJ
beings.	NNS
However,	RB
Squealer	NNP
easily	RB
convinced	VBD
them	PRP
that	IN
the	DT
veterinary	JJ
surgeon	NN
in	IN
Willingdon	NNP
could	MD
treat	VB
Boxer's	NNP
case	NN
more	RBR
satisfactorily	RB
than	IN
could	MD
be	VB
done	VBN
on	IN
the	DT
farm.	NN
And	CC
about	RB
half	PDT
an	DT
hour	NN
later,	RB
when	WRB
Boxer	NNP
had	VBD
somewhat	RB
recovered,	VBN
he	PRP
was	VBD
with	IN
difficulty	NN
got	VBD
on	IN
to	IN
his	PRP$
feet,	NNS
and	CC
managed	VBD
to	TO
limp	VB
back	RB
to	IN
his	PRP$
stall,	NN
where	WRB
Clover	NNP
and	CC
Benjamin	NNP
had	VBD
prepared	VBN
a	DT
good	JJ
bed	NN
of	IN
straw	NN
for	IN
him.	PRP
For	IN
the	DT
next	JJ
two	CD
days	NNS
Boxer	NNP
remained	VBD
in	IN
his	PRP$
stall.	NN
The	DT
pigs	NNS
had	VBD
sent	VBN
out	RP
a	DT
large	JJ
bottle	NN
of	IN
pink	JJ
medicine	NN
which	WDT
they	PRP
had	VBD
found	VBN
in	IN
the	DT
medicine	NN
chest	NN
in	IN
the	DT
bathroom,	NN
and	CC
Clover	NNP
administered	VBD
it	PRP
to	IN
Boxer	NNP
twice	RB
a	DT
day	NN
after	IN
meals.	NNS
In	IN
the	DT
evenings	NNS
she	PRP
lay	VBD
in	IN
his	PRP$
stall	NN
and	CC
talked	VBD
to	IN
him,	PRP
while	IN
Benjamin	NNP
kept	VBD
the	DT
flies	NNS
off	IN
him.	PRP
Boxer	NNP
professed	VBD
not	RB
to	TO
be	VB
sorry	JJ
for	IN
what	WP
had	VBD
happened.	VBN
If	IN
he	PRP
made	VBD
a	DT
good	JJ
recovery,	NN
he	PRP
might	MD
expect	VB
to	TO
live	VB
another	DT
three	CD
years,	NN
and	CC
he	PRP
looked	VBD
forward	RB
to	IN
the	DT
peaceful	JJ
days	NNS
that	WDT
he	PRP
would	MD
spend	VB
in	IN
the	DT
corner	NN
of	IN
the	DT
big	JJ
pasture.	NN
It	PRP
would	MD
be	VB
the	DT
first	JJ
time	NN
that	IN
he	PRP
had	VBD
had	VBN
leisure	NN
to	TO
study	VB
and	CC
improve	VB
his	PRP$
mind.	NN
He	PRP
intended,	VBD
he	PRP
said,	VBD
to	TO
devote	VB
the	DT
rest	NN
of	IN
his	PRP$
life	NN
to	IN
learning	VBG
the	DT
remaining	VBG
twenty-two	CD
letters	NNS
of	IN
the	DT
alphabet.	NN
However,	RB
Benjamin	NNP
and	CC
Clover	NNP
could	MD
only	RB
be	VB
with	IN
Boxer	NNP
after	IN
working	VBG
hours,	NN
and	CC
it	PRP
was	VBD
in	IN
the	DT
middle	NN
of	IN
the	DT
day	NN
when	WRB
the	DT
van	NN
came	VBD
to	TO
take	VB
him	PRP
away.	RB
The	DT
animals	NNS
were	VBD
all	RB
at	IN
work	NN
weeding	VBG
turnips	NNS
under	IN
the	DT
supervision	NN
of	IN
a	DT
pig,	NN
when	WRB
they	PRP
were	VBD
astonished	VBN
to	TO
see	VB
Benjamin	NNP
come	VB
galloping	VBG
from	IN
the	DT
direction	NN
of	IN
the	DT
farm	NN
buildings,	NN
braying	VBG
at	IN
the	DT
top	NN
of	IN
his	PRP$
voice.	NN
It	PRP
was	VBD
the	DT
first	JJ
time	NN
that	WRB
they	PRP
had	VBD
ever	RB
seen	VBN
Benjamin	NNP
excited--indeed,	JJ
it	PRP
was	VBD
the	DT
first	JJ
time	NN
that	WRB
anyone	NN
had	VBD
ever	RB
seen	VBN
him	PRP
gallop.	VBN
"Quick,	''
quick!"	UH
he	PRP
shouted.	VBD
"Come	``
at	IN
once!	RB
They're	NNP
taking	VBG
Boxer	NNP
away!"	''
Without	IN
waiting	VBG
for	IN
orders	NNS
from	IN
the	DT
pig,	NN
the	DT
animals	NNS
broke	VBD
off	RP
work	NN
and	CC
raced	VBD
back	RB
to	IN
the	DT
farm	NN
buildings.	NN
Sure	RB
enough,	RB
there	RB
in	IN
the	DT
yard	NN
was	VBD
a	DT
large	JJ
closed	JJ
van,	NN
drawn	VBN
by	IN
two	CD
horses,	NN
with	IN
lettering	NN
on	IN
its	PRP$
side	NN
and	CC
a	DT
sly-looking	JJ
man	NN
in	IN
a	DT
low-crowned	JJ
bowler	NN
hat	NN
sitting	VBG
on	IN
the	DT
driver's	NNS
seat.	NN
And	CC
Boxer's	NNP
stall	NN
was	VBD
empty.	JJ
The	DT
animals	NNS
crowded	VBD
round	IN
the	DT
van.	NN
"Good-bye,	''
Boxer!"	NNP
they	PRP
chorused,	VBD
"good-bye!"	''
"Fools!	NNP
Fools!"	NNP
shouted	VBD
Benjamin,	NNP
prancing	VBG
round	IN
them	PRP
and	CC
stamping	VBG
the	DT
earth	NN
with	IN
his	PRP$
small	JJ
hoofs.	NN
"Fools!	NNP
Do	VBP
you	PRP
not	RB
see	VB
what	WP
is	VBZ
written	VBN
on	IN
the	DT
side	NN
of	IN
that	DT
van?"	NN
That	DT
gave	VBD
the	DT
animals	NNS
pause,	NN
and	CC
there	EX
was	VBD
a	DT
hush.	NN
Muriel	NNP
began	VBD
to	TO
spell	VB
out	RP
the	DT
words.	NN
But	CC
Benjamin	NNP
pushed	VBD
her	PRP
aside	RB
and	CC
in	IN
the	DT
midst	NN
of	IN
a	DT
deadly	JJ
silence	NN
he	PRP
read:	VBD
"'Alfred	NNP
Simmonds,	NNP
Horse	NNP
Slaughterer	NNP
and	CC
Glue	NNP
Boiler,	NNP
Willingdon.	NNP
Dealer	NN
in	IN
Hides	NNP
and	CC
Bone-Meal.	NNP
Kennels	NNS
Supplied.'	VBN
Do	VBP
you	PRP
not	RB
understand	VB
what	WP
that	DT
means?	VBD
They	PRP
are	VBP
taking	VBG
Boxer	NNP
to	IN
the	DT
knacker's!"	FW
A	DT
cry	NN
of	IN
horror	NN
burst	VBD
from	IN
all	PDT
the	DT
animals.	NN
At	IN
this	DT
moment	NN
the	DT
man	NN
on	IN
the	DT
box	NN
whipped	VBD
up	RP
his	PRP$
horses	NNS
and	CC
the	DT
van	NN
moved	VBD
out	IN
of	IN
the	DT
yard	NN
at	IN
a	DT
smart	JJ
trot.	NN
All	PDT
the	DT
animals	NNS
followed,	VBD
crying	VBG
out	RP
at	IN
the	DT
tops	NNS
of	IN
their	PRP$
voices.	NN
Clover	NNP
forced	VBD
her	PRP$
way	NN
to	IN
the	DT
front.	NN
The	DT
van	NN
began	VBD
to	TO
gather	VB
speed.	NN
Clover	NNP
tried	VBD
to	TO
stir	VB
her	PRP$
stout	JJ
limbs	NNS
to	IN
a	DT
gallop,	NN
and	CC
achieved	VBD
a	DT
canter.	NN
"Boxer!"	''
she	PRP
cried.	VBD
"Boxer!	''
Boxer!	NNP
Boxer!"	NNP
And	CC
just	RB
at	IN
this	DT
moment,	NN
as	IN
though	IN
he	PRP
had	VBD
heard	VBN
the	DT
uproar	NN
outside,	IN
Boxer's	NNP
face,	NN
with	IN
the	DT
white	JJ
stripe	NN
down	IN
his	PRP$
nose,	NN
appeared	VBD
at	IN
the	DT
small	JJ
window	NN
at	IN
the	DT
back	NN
of	IN
the	DT
van.	NN
"Boxer!"	''
cried	VBD
Clover	NNP
in	IN
a	DT
terrible	JJ
voice.	NN
"Boxer!	''
Get	VB
out!	.
Get	VB
out	RP
quickly!	RB
They're	NNP
taking	VBG
you	PRP
to	IN
your	PRP$
death!"	NN
All	PDT
the	DT
animals	NNS
took	VBD
up	RP
the	DT
cry	NN
of	IN
"Get	NNP
out,	,
Boxer,	NNP
get	VB
out!"	''
But	CC
the	DT
van	NN
was	VBD
already	RB
gathering	VBG
speed	NN
and	CC
drawing	VBG
away	RB
from	IN
them.	PRP
It	PRP
was	VBD
uncertain	JJ
whether	IN
Boxer	NNP
had	VBD
understood	VBN
what	WP
Clover	NNP
had	VBD
said.	VBN
But	CC
a	DT
moment	NN
later	RB
his	PRP$
face	NN
disappeared	VBD
from	IN
the	DT
window	NN
and	CC
there	EX
was	VBD
the	DT
sound	NN
of	IN
a	DT
tremendous	JJ
drumming	NN
of	IN
hoofs	NNS
inside	IN
the	DT
van.	NN
He	PRP
was	VBD
trying	VBG
to	TO
kick	VB
his	PRP$
way	NN
out.	.
The	DT
time	NN
had	VBD
been	VBN
when	WRB
a	DT
few	JJ
kicks	NNS
from	IN
Boxer's	NNP
hoofs	NNS
would	MD
have	VB
smashed	VBN
the	DT
van	NN
to	IN
matchwood.	NN
But	CC
alas!	RB
his	PRP$
strength	NN
had	VBD
left	VBN
him;	,
and	CC
in	IN
a	DT
few	JJ
moments	NNS
the	DT
sound	NN
of	IN
drumming	NN
hoofs	NNS
grew	VBD
fainter	JJR
and	CC
died	VBD
away.	RB
In	IN
desperation	NN
the	DT
animals	NNS
began	VBD
appealing	VBG
to	IN
the	DT
two	CD
horses	NNS
which	WDT
drew	VBD
the	DT
van	NN
to	IN
stop.	NN
"Comrades,	FW
comrades!"	FW
they	PRP
shouted.	VBD
"Don't	``
take	VB
your	PRP$
own	JJ
brother	NN
to	IN
his	PRP$
death!"	NN
But	CC
the	DT
stupid	JJ
brutes,	NN
too	RB
ignorant	JJ
to	TO
realise	VB
what	WP
was	VBD
happening,	VBN
merely	RB
set	VBD
back	RP
their	PRP$
ears	NNS
and	CC
quickened	VBD
their	PRP$
pace.	NN
Boxer's	NNP
face	NN
did	VBD
not	RB
reappear	VB
at	IN
the	DT
window.	NN
Too	RB
late,	RB
someone	NN
thought	VBD
of	IN
racing	VBG
ahead	RB
and	CC
shutting	VBG
the	DT
five-barred	JJ
gate;	NN
but	CC
in	IN
another	DT
moment	NN
the	DT
van	NN
was	VBD
through	IN
it	PRP
and	CC
rapidly	RB
disappearing	VBG
down	IN
the	DT
road.	NN
Boxer	NNP
was	VBD
never	RB
seen	VBN
again.	RB
Three	CD
days	NNS
later	RBR
it	PRP
was	VBD
announced	VBN
that	IN
he	PRP
had	VBD
died	VBN
in	IN
the	DT
hospital	NN
at	IN
Willingdon,	NNP
in	IN
spite	NN
of	IN
receiving	VBG
every	DT
attention	NN
a	DT
horse	NN
could	MD
have.	VB
Squealer	NNP
came	VBD
to	TO
announce	VB
the	DT
news	NN
to	IN
the	DT
others.	JJ
He	PRP
had,	VBD
he	PRP
said,	VBD
been	VBN
present	JJ
during	IN
Boxer's	NNP
last	JJ
hours.	NN
"It	``
was	VBD
the	DT
most	RBS
affecting	JJ
sight	NN
I	PRP
have	VBP
ever	RB
seen!"	VBN
said	VBD
Squealer,	NNP
lifting	VBG
his	PRP$
trotter	NN
and	CC
wiping	VBG
away	RB
a	DT
tear.	NN
"I	NNP
was	VBD
at	IN
his	PRP$
bedside	NN
at	IN
the	DT
very	RB
last.	JJ
And	CC
at	IN
the	DT
end,	NN
almost	RB
too	RB
weak	JJ
to	TO
speak,	VB
he	PRP
whispered	VBD
in	IN
my	PRP$
ear	NN
that	IN
his	PRP$
sole	JJ
sorrow	NN
was	VBD
to	TO
have	VB
passed	VBN
on	RP
before	IN
the	DT
windmill	NN
was	VBD
finished.	VBN
'Forward,	RB
comrades!'	.
he	PRP
whispered.	VBD
'Forward	NNP
in	IN
the	DT
name	NN
of	IN
the	DT
Rebellion.	NNP
Long	RB
live	VB
Animal	NNP
Farm!	NNP
Long	RB
live	VB
Comrade	NNP
Napoleon!	NNP
Napoleon	NNP
is	VBZ
always	RB
right.'	JJ
Those	DT
were	VBD
his	PRP$
very	RB
last	JJ
words,	NN
comrades."	''
Here	RB
Squealer's	NNP
demeanour	NN
suddenly	RB
changed.	VBD
He	PRP
fell	VBD
silent	JJ
for	IN
a	DT
moment,	NN
and	CC
his	PRP$
little	JJ
eyes	NNS
darted	VBD
suspicious	JJ
glances	NNS
from	IN
side	NN
to	IN
side	NN
before	IN
he	PRP
proceeded.	VBD
It	PRP
had	VBD
come	VBN
to	IN
his	PRP$
knowledge,	NN
he	PRP
said,	VBD
that	IN
a	DT
foolish	JJ
and	CC
wicked	JJ
rumour	NN
had	VBD
been	VBN
circulated	VBN
at	IN
the	DT
time	NN
of	IN
Boxer's	NNP
removal.	NN
Some	DT
of	IN
the	DT
animals	NNS
had	VBD
noticed	VBN
that	IN
the	DT
van	NN
which	WDT
took	VBD
Boxer	NNP
away	RB
was	VBD
marked	VBN
"Horse	NNP
Slaughterer,"	NNP
and	CC
had	VBD
actually	RB
jumped	VBN
to	IN
the	DT
conclusion	NN
that	IN
Boxer	NNP
was	VBD
being	VBG
sent	VBN
to	IN
the	DT
knacker's.	NN
It	PRP
was	VBD
almost	RB
unbelievable,	JJ
said	VBD
Squealer,	NNP
that	IN
any	DT
animal	NN
could	MD
be	VB
so	RB
stupid.	JJ
Surely,	RB
he	PRP
cried	VBD
indignantly,	RB
whisking	VBG
his	PRP$
tail	NN
and	CC
skipping	VBG
from	IN
side	NN
to	IN
side,	NN
surely	RB
they	PRP
knew	VBD
their	PRP$
beloved	JJ
Leader,	NNP
Comrade	NNP
Napoleon,	NNP
better	RBR
than	IN
that?	XX
But	CC
the	DT
explanation	NN
was	VBD
really	RB
very	RB
simple.	JJ
The	DT
van	NN
had	VBD
previously	RB
been	VBN
the	DT
property	NN
of	IN
the	DT
knacker,	NN
and	CC
had	VBD
been	VBN
bought	VBN
by	IN
the	DT
veterinary	JJ
surgeon,	NN
who	WP
had	VBD
not	RB
yet	RB
painted	VBN
the	DT
old	JJ
name	NN
out.	.
That	DT
was	VBD
how	WRB
the	DT
mistake	NN
had	VBD
arisen.	VBN
The	DT
animals	NNS
were	VBD
enormously	RB
relieved	JJ
to	TO
hear	VB
this.	DT
And	CC
when	WRB
Squealer	NNP
went	VBD
on	RP
to	TO
give	VB
further	JJ
graphic	JJ
details	NNS
of	IN
Boxer's	NNP
death-bed,	NN
the	DT
admirable	JJ
care	NN
he	PRP
had	VBD
received,	VBN
and	CC
the	DT
expensive	JJ
medicines	NNS
for	IN
which	WDT
Napoleon	NNP
had	VBD
paid	VBN
without	IN
a	DT
thought	NN
as	IN
to	IN
the	DT
cost,	NN
their	PRP$
last	JJ
doubts	NNS
disappeared	VBD
and	CC
the	DT
sorrow	NN
that	WDT
they	PRP
felt	VBD
for	IN
their	PRP$
comrade's	NNS
death	NN
was	VBD
tempered	VBN
by	IN
the	DT
thought	NN
that	IN
at	IN
least	JJS
he	PRP
had	VBD
died	VBN
happy.	.
Napoleon	NNP
himself	PRP
appeared	VBD
at	IN
the	DT
meeting	NN
on	IN
the	DT
following	VBG
Sunday	NNP
morning	NN
and	CC
pronounced	VBD
a	DT
short	JJ
oration	NN
in	IN
Boxer's	NNP
honour.	NN
It	PRP
had	VBD
not	RB
been	VBN
possible,	VBN
he	PRP
said,	VBD
to	TO
bring	VB
back	RB
their	PRP$
lamented	VBN
comrade's	NNS
remains	NNS
for	IN
interment	NN
on	IN
the	DT
farm,	NN
but	CC
he	PRP
had	VBD
ordered	VBN
a	DT
large	JJ
wreath	NN
to	TO
be	VB
made	VBN
from	IN
the	DT
laurels	NNS
in	IN
the	DT
farmhouse	NN
garden	NN
and	CC
sent	VBN
down	RP
to	TO
be	VB
placed	VBN
on	IN
Boxer's	NNP
grave.	NN
And	CC
in	IN
a	DT
few	JJ
days'	JJ
time	NN
the	DT
pigs	NNS
intended	VBD
to	TO
hold	VB
a	DT
memorial	JJ
banquet	NN
in	IN
Boxer's	NNP
honour.	NN
Napoleon	NNP
ended	VBD
his	PRP$
speech	NN
with	IN
a	DT
reminder	NN
of	IN
Boxer's	NNP
two	CD
favourite	JJ
maxims,	NN
"I	``
will	MD
work	VB
harder"	RB
and	CC
"Comrade	NNP
Napoleon	NNP
is	VBZ
always	RB
right"--maxims,	NN
he	PRP
said,	VBD
which	WDT
every	DT
animal	NN
would	MD
do	VB
well	RB
to	TO
adopt	VB
as	IN
his	PRP$
own.	JJ
On	IN
the	DT
day	NN
appointed	VBN
for	IN
the	DT
banquet,	NN
a	DT
grocer's	NNS
van	NN
drove	VBD
up	RB
from	IN
Willingdon	NNP
and	CC
delivered	VBD
a	DT
large	JJ
wooden	JJ
crate	NN
at	IN
the	DT
farmhouse.	NN
That	DT
night	NN
there	EX
was	VBD
the	DT
sound	NN
of	IN
uproarious	JJ
singing,	NN
which	WDT
was	VBD
followed	VBN
by	IN
what	WP
sounded	VBD
like	IN
a	DT
violent	JJ
quarrel	NN
and	CC
ended	VBD
at	IN
about	RB
eleven	CD
o'clock	NN
with	IN
a	DT
tremendous	JJ
crash	NN
of	IN
glass.	NN
No	DT
one	NN
stirred	VBD
in	IN
the	DT
farmhouse	NN
before	IN
noon	NN
on	IN
the	DT
following	VBG
day,	NN
and	CC
the	DT
word	NN
went	VBD
round	RB
that	IN
from	IN
somewhere	RB
or	CC
other	JJ
the	DT
pigs	NNS
had	VBD
acquired	VBN
the	DT
money	NN
to	TO
buy	VB
themselves	PRP
another	DT
case	NN
of	IN
whisky.	NN
<h2>Chapter	NNP
X</h2>	NNP
Years	NNS
passed.	VBN
The	DT
seasons	NNS
came	VBD
and	CC
went,	VBD
the	DT
short	JJ
animal	NN
lives	NNS
fled	VBD
by.	.
A	DT
time	NN
came	VBD
when	WRB
there	EX
was	VBD
no	DT
one	NN
who	WP
remembered	VBD
the	DT
old	JJ
days	NNS
before	IN
the	DT
Rebellion,	NNP
except	IN
Clover,	NNP
Benjamin,	NNP
Moses	NNP
the	DT
raven,	NN
and	CC
a	DT
number	NN
of	IN
the	DT
pigs.	NN
Muriel	NNP
was	VBD
dead;	JJ
Bluebell,	NNP
Jessie,	NNP
and	CC
Pincher	NNP
were	VBD
dead.	JJ
Jones	NNP
too	RB
was	VBD
dead--he	JJ
had	VBD
died	VBN
in	IN
an	DT
inebriates'	JJ
home	NN
in	IN
another	DT
part	NN
of	IN
the	DT
country.	NN
Snowball	NN
was	VBD
forgotten.	VBN
Boxer	NNP
was	VBD
forgotten,	VBN
except	IN
by	IN
the	DT
few	JJ
who	WP
had	VBD
known	VBN
him.	PRP
Clover	NNP
was	VBD
an	DT
old	JJ
stout	JJ
mare	NN
now,	RB
stiff	JJ
in	IN
the	DT
joints	NNS
and	CC
with	IN
a	DT
tendency	NN
to	TO
rheumy	VB
eyes.	NN
She	PRP
was	VBD
two	CD
years	NNS
past	IN
the	DT
retiring	VBG
age,	NN
but	CC
in	IN
fact	NN
no	DT
animal	NN
had	VBD
ever	RB
actually	RB
retired.	VBN
The	DT
talk	NN
of	IN
setting	VBG
aside	RP
a	DT
corner	NN
of	IN
the	DT
pasture	NN
for	IN
superannuated	VBN
animals	NNS
had	VBD
long	RB
since	RB
been	VBN
dropped.	VBN
Napoleon	NNP
was	VBD
now	RB
a	DT
mature	JJ
boar	NN
of	IN
twenty-four	CD
stone.	NN
Squealer	NNP
was	VBD
so	RB
fat	JJ
that	IN
he	PRP
could	MD
with	IN
difficulty	NN
see	VB
out	IN
of	IN
his	PRP$
eyes.	NN
Only	RB
old	JJ
Benjamin	NNP
was	VBD
much	RB
the	DT
same	JJ
as	IN
ever,	RB
except	IN
for	IN
being	VBG
a	DT
little	JJ
greyer	JJR
about	IN
the	DT
muzzle,	NN
and,	CC
since	IN
Boxer's	NNP
death,	NN
more	RBR
morose	JJ
and	CC
taciturn	JJ
than	IN
ever.	.
There	EX
were	VBD
many	JJ
more	JJR
creatures	NNS
on	IN
the	DT
farm	NN
now,	RB
though	IN
the	DT
increase	NN
was	VBD
not	RB
so	RB
great	JJ
as	IN
had	VBD
been	VBN
expected	VBN
in	IN
earlier	JJR
years.	NN
Many	JJ
animals	NNS
had	VBD
been	VBN
born	VBN
to	TO
whom	WP
the	DT
Rebellion	NNP
was	VBD
only	RB
a	DT
dim	JJ
tradition,	NN
passed	VBN
on	RP
by	IN
word	NN
of	IN
mouth,	NN
and	CC
others	NNS
had	VBD
been	VBN
bought	VBN
who	WP
had	VBD
never	RB
heard	VBN
mention	NN
of	IN
such	PDT
a	DT
thing	NN
before	IN
their	PRP$
arrival.	NN
The	DT
farm	NN
possessed	VBD
three	CD
horses	NNS
now	RB
besides	IN
Clover.	NNP
They	PRP
were	VBD
fine	JJ
upstanding	JJ
beasts,	NN
willing	JJ
workers	NNS
and	CC
good	JJ
comrades,	NNS
but	CC
very	RB
stupid.	JJ
None	NN
of	IN
them	PRP
proved	VBD
able	JJ
to	TO
learn	VB
the	DT
alphabet	NN
beyond	IN
the	DT
letter	NN
B.	.
They	PRP
accepted	VBD
everything	NN
that	WDT
they	PRP
were	VBD
told	VBN
about	IN
the	DT
Rebellion	NNP
and	CC
the	DT
principles	NNS
of	IN
Animalism,	NNP
especially	RB
from	IN
Clover,	NNP
for	IN
whom	WP
they	PRP
had	VBD
an	DT
almost	RB
filial	JJ
respect;	NN
but	CC
it	PRP
was	VBD
doubtful	JJ
whether	IN
they	PRP
understood	VBD
very	RB
much	JJ
of	IN
it.	PRP
The	DT
farm	NN
was	VBD
more	RBR
prosperous	JJ
now,	,
and	CC
better	RBR
organised:	JJ
it	PRP
had	VBD
even	RB
been	VBN
enlarged	VBN
by	IN
two	CD
fields	NNS
which	WDT
had	VBD
been	VBN
bought	VBN
from	IN
Mr.	NNP
Pilkington.	NNP
The	DT
windmill	NN
had	VBD
been	VBN
successfully	RB
completed	VBN
at	IN
last,	RB
and	CC
the	DT
farm	NN
possessed	VBD
a	DT
threshing	JJ
machine	NN
and	CC
a	DT
hay	NN
elevator	NN
of	IN
its	PRP$
own,	JJ
and	CC
various	JJ
new	JJ
buildings	NNS
had	VBD
been	VBN
added	VBN
to	IN
it.	PRP
Whymper	NNP
had	VBD
bought	VBN
himself	PRP
a	DT
dogcart.	NN
The	DT
windmill,	NN
however,	RB
had	VBD
not	RB
after	RB
all	RB
been	VBN
used	VBN
for	IN
generating	VBG
electrical	JJ
power.	NN
It	PRP
was	VBD
used	VBN
for	IN
milling	VBG
corn,	NN
and	CC
brought	VBN
in	RP
a	DT
handsome	JJ
money	NN
profit.	NN
The	DT
animals	NNS
were	VBD
hard	JJ
at	IN
work	NN
building	VBG
yet	RB
another	DT
windmill;	NN
when	WRB
that	DT
one	NN
was	VBD
finished,	VBN
so	RB
it	PRP
was	VBD
said,	JJ
the	DT
dynamos	NNS
would	MD
be	VB
installed.	VBN
But	CC
the	DT
luxuries	NNS
of	IN
which	WDT
Snowball	NNP
had	VBD
once	RB
taught	VBN
the	DT
animals	NNS
to	TO
dream,	VB
the	DT
stalls	NNS
with	IN
electric	JJ
light	NN
and	CC
hot	JJ
and	CC
cold	JJ
water,	NNS
and	CC
the	DT
three-day	NN
week,	NN
were	VBD
no	RB
longer	RBR
talked	VBN
about.	IN
Napoleon	NNP
had	VBD
denounced	VBN
such	JJ
ideas	NNS
as	IN
contrary	JJ
to	IN
the	DT
spirit	NN
of	IN
Animalism.	NNP
The	DT
truest	JJS
happiness,	NN
he	PRP
said,	VBD
lay	VBD
in	RP
working	VBG
hard	RB
and	CC
living	VBG
frugally.	RB
Somehow	RB
it	PRP
seemed	VBD
as	IN
though	IN
the	DT
farm	NN
had	VBD
grown	VBN
richer	JJR
without	IN
making	VBG
the	DT
animals	NNS
themselves	PRP
any	DT
richer-except,	JJ
of	IN
course,	NN
for	IN
the	DT
pigs	NNS
and	CC
the	DT
dogs.	NNS
Perhaps	RB
this	DT
was	VBD
partly	RB
because	IN
there	EX
were	VBD
so	RB
many	JJ
pigs	NNS
and	CC
so	RB
many	JJ
dogs.	NNS
It	PRP
was	VBD
not	RB
that	IN
these	DT
creatures	NNS
did	VBD
not	RB
work,	VB
after	IN
their	PRP$
fashion.	NN
There	EX
was,	VBD
as	IN
Squealer	NNP
was	VBD
never	RB
tired	VBN
of	IN
explaining,	VBG
endless	JJ
work	NN
in	IN
the	DT
supervision	NN
and	CC
organisation	NN
of	IN
the	DT
